snapshot_label,route_id,route_name,row_count,zero_count,nonzero_count,mean_vol,mean_spd,mean_trvl
2026-04-07,1050000571,안양판교로/관악대로,129,129,0,0.000,34.698,28.876
2026-04-07,1020003121,봉담과천로,131,131,0,0.000,57.511,25.275
2026-04-07,1070000091,덕영대로/오봉로,4,4,0,0.000,17.500,4.500
2026-04-07,1010001001,수도권 제1순환고속도로,542,390,152,15.786,64.928,44.817
